"","sim","thresh_method","thresh_mean","thresh_n","thresh_n_full","thresh_se","sig_type","ci_n_up","ci_n_low","ci_em_up","ci_em_low","thresh_diff","obs_error","ts_length","thresh_quant","cov_sd","next_mod","shape","best_mod","aic_diff"
"7568",23,"min_d2",0.479583333333333,24,NA,0.0148397765011356,"jack_quant",0.508668760814183,0.450497905852484,0.645,0.39575,1.12163993876662,0.0275,25,0.25,1,"gam_DC","linear","gam_DCl_ns",0.206839855303087
"7569",23,"min_d2",0.537142857142857,7,0,0.0435707780331348,"sim_int",0.62254001286619,0.451745701419524,0.73,0.4515,1.17919946257614,0.0275,25,0.25,1,"gam_DC","linear","gam_DCl_ns",0.206839855303087
"7570",24,"min_d2",0.23,1,0,NA,"none",NA,NA,NA,NA,0.872056605433286,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",1.01424134868466e-07
"7571",24,"min_d2",0.23,1,NA,NA,"jack_quant",NA,NA,NA,NA,0.872056605433286,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",1.01424134868466e-07
"7572",24,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",1.01424134868466e-07
"7573",25,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",8.20265029233269e-08
"7574",25,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",8.20265029233269e-08
"7575",25,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",8.20265029233269e-08
"7576",26,"min_d2",0.89,2,0,NA,"none",NA,NA,1.0135,0.7665,1.53205660543329,0.0275,25,0.25,1,"gam_DC","linear","gam_DlC_ns",0.000634211970847787
"7577",26,"min_d2",0.89,2,NA,NA,"jack_quant",NA,NA,1.0135,0.7665,1.53205660543329,0.0275,25,0.25,1,"gam_DC","linear","gam_DlC_ns",0.000634211970847787
"7578",26,"min_d2",1.02,1,0,NA,"sim_int",NA,NA,NA,NA,1.66205660543329,0.0275,25,0.25,1,"gam_DC","linear","gam_DlC_ns",0.000634211970847787
"7579",27,"min_d2",-0.9275,4,0,0.00552770798392568,"none",-0.916665891434451,-0.938334108565549,-0.92,-0.93925,-0.285443394566714,0.0275,25,0.25,1,"gam_DlC","linear","gam_DC_ns",1.43762056836749e-06
"7580",27,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DlC","linear","gam_DC_ns",1.43762056836749e-06
"7581",27,"min_d2",-0.93,3,0,0.00707106781186548,"sim_int",-0.916140961756503,-0.943859038243497,-0.9205,-0.9395,-0.287943394566714,0.0275,25,0.25,1,"gam_DlC","linear","gam_DC_ns",1.43762056836749e-06
"7582",28,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DlC","linear","lm_DC_ns",2.64434731889196e-08
"7583",28,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DlC","linear","lm_DC_ns",2.64434731889196e-08
"7584",28,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DlC","linear","lm_DC_ns",2.64434731889196e-08
"7585",29,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","lm_DC_ns",1.01053757362024e-07
"7586",29,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","lm_DC_ns",1.01053757362024e-07
"7587",29,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","lm_DC_ns",1.01053757362024e-07
"7588",30,"min_d2",-0.0800000000000001,1,0,NA,"none",NA,NA,NA,NA,0.562056605433286,0.0275,25,0.25,1,"gam_DlC","linear","lm_DC_ns",5.25542560581016e-08
"7589",30,"min_d2",-0.0800000000000001,1,NA,NA,"jack_quant",NA,NA,NA,NA,0.562056605433286,0.0275,25,0.25,1,"gam_DlC","linear","lm_DC_ns",5.25542560581016e-08
"7590",30,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DlC","linear","lm_DC_ns",5.25542560581016e-08
"7591",31,"min_d2",-0.73,2,0,NA,"none",NA,NA,-0.711,-0.749,-0.0879433945667142,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",5.35663104983541e-08
"7592",31,"min_d2",-0.73,2,NA,NA,"jack_quant",NA,NA,-0.711,-0.749,-0.0879433945667142,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",5.35663104983541e-08
"7593",31,"min_d2",-0.73,2,0,NA,"sim_int",NA,NA,-0.711,-0.749,-0.0879433945667142,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",5.35663104983541e-08
"7594",32,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",2.20850139953654e-07
"7595",32,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",2.20850139953654e-07
"7596",32,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",2.20850139953654e-07
"7597",33,"min_d2",0.65,1,0,NA,"none",NA,NA,NA,NA,1.29205660543329,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",1.1477843031571e-07
"7598",33,"min_d2",0.65,1,NA,NA,"jack_quant",NA,NA,NA,NA,1.29205660543329,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",1.1477843031571e-07
"7599",33,"min_d2",0.65,1,0,NA,"sim_int",NA,NA,NA,NA,1.29205660543329,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",1.1477843031571e-07
"7600",34,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","gam_DlC_ns",5.38216706758021e-05
"7601",34,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","gam_DlC_ns",5.38216706758021e-05
"7602",34,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","gam_DlC_ns",5.38216706758021e-05
"7603",35,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DlC","linear","lm_DC_ns",6.61754597786057e-08
"7604",35,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DlC","linear","lm_DC_ns",6.61754597786057e-08
"7605",35,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DlC","linear","lm_DC_ns",6.61754597786057e-08
"7606",36,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",5.65640334571071e-08
"7607",36,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",5.65640334571071e-08
"7608",36,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",5.65640334571071e-08
"7609",37,"min_d2",1.105,2,0,NA,"none",NA,NA,1.31875,0.89125,1.74705660543329,0.0275,25,0.25,1,"gam_DlC","linear","gam_DC_ns",0.060468103878037
"7610",37,"min_d2",1.27,2,NA,NA,"jack_quant",NA,NA,1.327,1.213,1.91205660543329,0.0275,25,0.25,1,"gam_DlC","linear","gam_DC_ns",0.060468103878037
"7611",37,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DlC","linear","gam_DC_ns",0.060468103878037
"7612",38,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",5.18517566661103e-08
"7613",38,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",5.18517566661103e-08
"7614",38,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",5.18517566661103e-08
"7615",39,"min_d2",0.96,1,0,NA,"none",NA,NA,NA,NA,1.60205660543329,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",9.07946571260254e-08
"7616",39,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",9.07946571260254e-08
"7617",39,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",9.07946571260254e-08
"7618",40,"min_d2",1.17777777777778,18,1,0.0160568961471163,"none",1.20924871592963,1.14630683962593,1.309,1.10425,1.81983438321106,0.0275,25,0.25,1,"lm_DC","linear","gam_DlC_ns",0.816366760428537
"7619",40,"min_d2",1.17777777777778,18,NA,0.0160568961471163,"jack_quant",1.20924871592963,1.14630683962593,1.309,1.10425,1.81983438321106,0.0275,25,0.25,1,"lm_DC","linear","gam_DlC_ns",0.816366760428537
"7620",40,"min_d2",1.3,2,0,NA,"sim_int",NA,NA,1.357,1.243,1.94205660543329,0.0275,25,0.25,1,"lm_DC","linear","gam_DlC_ns",0.816366760428537
"7621",41,"min_d2",0.97,3,0,0.00707106781186548,"none",0.983859038243497,0.956140961756503,0.9795,0.9605,1.61205660543329,0.0275,25,0.25,1,"gam_DC","linear","gam_DCl_ns",0.000555518742700656
"7622",41,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","gam_DCl_ns",0.000555518742700656
"7623",41,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","gam_DCl_ns",0.000555518742700656
"7624",42,"min_d2",-0.84,1,0,NA,"none",NA,NA,NA,NA,-0.197943394566714,0.0275,25,0.25,1,"gam_DCl","linear","gam_DC_ns",9.15305777482445e-05
"7625",42,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","gam_DC_ns",9.15305777482445e-05
"7626",42,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","gam_DC_ns",9.15305777482445e-05
"7627",43,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","lm_DC_ns",6.34731520676723e-08
"7628",43,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","lm_DC_ns",6.34731520676723e-08
"7629",43,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","lm_DC_ns",6.34731520676723e-08
"7630",44,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","gam_DlC_ns",7.62221151262565e-06
"7631",44,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","gam_DlC_ns",7.62221151262565e-06
"7632",44,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","gam_DlC_ns",7.62221151262565e-06
"7633",45,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",1.64795949331165e-07
"7634",45,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",1.64795949331165e-07
"7635",45,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",1.64795949331165e-07
"7636",46,"min_d2",-0.175,24,1,0.014288414543613,"none",-0.14699522209834,-0.20300477790166,-0.0244999999999998,-0.29425,0.467056605433286,0.0275,25,0.25,1,"gam_DlC","linear","gam_DC_ns",1.52731515279875
"7637",46,"min_d2",-0.175,24,NA,0.014288414543613,"jack_quant",-0.14699522209834,-0.20300477790166,-0.0244999999999998,-0.29425,0.467056605433286,0.0275,25,0.25,1,"gam_DlC","linear","gam_DC_ns",1.52731515279875
"7638",46,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DlC","linear","gam_DC_ns",1.52731515279875
"7639",47,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","gam_DlC_ns",0.000176762871873848
"7640",47,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","gam_DlC_ns",0.000176762871873848
"7641",47,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","gam_DlC_ns",0.000176762871873848
"7642",48,"min_d2",-0.260714285714286,14,1,0.0624875304551538,"none",-0.138240976539334,-0.383187594889237,0.253499999999999,-0.34675,0.381342319719,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",9.6648165026636e-08
"7643",48,"min_d2",-0.320769230769231,13,NA,0.00492464585042792,"jack_quant",-0.311117102265777,-0.330421359272684,-0.3,-0.347,0.321287374664055,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",9.6648165026636e-08
"7644",48,"min_d2",-0.323333333333333,9,1,0.0068465319688146,"sim_int",-0.309914377255455,-0.336752289411212,-0.3,-0.348,0.318723272099953,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",9.6648165026636e-08
"7645",49,"min_d2",0.525,6,0,0.0815230028887553,"none",0.684782149573515,0.365217850426485,0.65875,0.2225,1.16705660543329,0.0275,25,0.25,1,"gam_DCl","linear","gam_DC_ns",7.05077724205694e-06
"7646",49,"min_d2",0.525,6,NA,0.0815230028887553,"jack_quant",0.684782149573515,0.365217850426485,0.65875,0.2225,1.16705660543329,0.0275,25,0.25,1,"gam_DCl","linear","gam_DC_ns",7.05077724205694e-06
"7647",49,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","gam_DC_ns",7.05077724205694e-06
"7648",50,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","gam_DC",0.883127853437927
"7649",50,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","gam_DC",0.883127853437927
"7650",50,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","gam_DC",0.883127853437927
"7651",51,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","lm_DC_ns",1.31896229049744e-07
"7652",51,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","lm_DC_ns",1.31896229049744e-07
"7653",51,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","lm_DC_ns",1.31896229049744e-07
"7654",52,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","lm_DC_ns",4.65779095293328e-08
"7655",52,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","lm_DC_ns",4.65779095293328e-08
"7656",52,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","lm_DC_ns",4.65779095293328e-08
"7657",53,"min_d2",-0.94,1,0,NA,"none",NA,NA,NA,NA,-0.297943394566714,0.0275,25,0.25,1,"gam_DC","linear","gam_DlC_ns",0.000423496425284497
"7658",53,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","gam_DlC_ns",0.000423496425284497
"7659",53,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","gam_DlC_ns",0.000423496425284497
"7660",54,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DlC","linear","lm_DC_ns",1.0959125518184e-07
"7661",54,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DlC","linear","lm_DC_ns",1.0959125518184e-07
"7662",54,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DlC","linear","lm_DC_ns",1.0959125518184e-07
"7663",55,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",3.8568472859879e-08
"7664",55,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",3.8568472859879e-08
"7665",55,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",3.8568472859879e-08
"7666",56,"min_d2",0.876666666666667,9,1,0.0547437211011454,"none",0.983962388404617,0.769370944928716,1,0.572,1.51872327209995,0.0275,25,0.25,1,"gam_DlC","linear","lm_DC_ns",6.87234233964773e-08
"7667",56,"min_d2",0.876666666666667,9,NA,0.0547437211011454,"jack_quant",0.983962388404617,0.769370944928716,1,0.572,1.51872327209995,0.0275,25,0.25,1,"gam_DlC","linear","lm_DC_ns",6.87234233964773e-08
"7668",56,"min_d2",0.952,5,1,0.0391152144312158,"sim_int",1.02866441153274,0.875335588467256,1,0.832,1.59405660543329,0.0275,25,0.25,1,"gam_DlC","linear","lm_DC_ns",6.87234233964773e-08
"7669",57,"min_d2",1.53,1,0,NA,"none",NA,NA,NA,NA,2.17205660543329,0.0275,25,0.25,1,"gam_DlC","linear","lm_DC_ns",7.75423103505091e-08
"7670",57,"min_d2",1.53,1,NA,NA,"jack_quant",NA,NA,NA,NA,2.17205660543329,0.0275,25,0.25,1,"gam_DlC","linear","lm_DC_ns",7.75423103505091e-08
"7671",57,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DlC","linear","lm_DC_ns",7.75423103505091e-08
"7672",58,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","lm_DC_ns",1.09107276102804e-07
"7673",58,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","lm_DC_ns",1.09107276102804e-07
"7674",58,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","lm_DC_ns",1.09107276102804e-07
"7675",59,"min_d2",-0.51,5,0,0.0375832409459322,"none",-0.436338201323682,-0.583661798676318,-0.417,-0.589,0.132056605433286,0.0275,25,0.25,1,"gam_DCl","linear","gam_DC_ns",0.120715268880687
"7676",59,"min_d2",-0.51,5,NA,0.0375832409459322,"jack_quant",-0.436338201323682,-0.583661798676318,-0.417,-0.589,0.132056605433286,0.0275,25,0.25,1,"gam_DCl","linear","gam_DC_ns",0.120715268880687
"7677",59,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","gam_DC_ns",0.120715268880687
"7678",60,"min_d2",0.0100000000000002,2,0,NA,"none",NA,NA,0.2665,-0.2465,0.652056605433286,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",7.32459568553168e-08
"7679",60,"min_d2",0.0100000000000002,2,NA,NA,"jack_quant",NA,NA,0.2665,-0.2465,0.652056605433286,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",7.32459568553168e-08
"7680",60,"min_d2",0.0100000000000002,2,0,NA,"sim_int",NA,NA,0.2665,-0.2465,0.652056605433286,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",7.32459568553168e-08
"7681",61,"min_d2",-0.5028,25,1,0.00636068654575379,"none",-0.490333283453374,-0.515266716546626,-0.44,-0.552,0.139256605433286,0.0275,25,0.25,1,"gam_DC","linear","gam_DCl",7.38789087080249e-05
"7682",61,"min_d2",-0.5028,25,NA,0.00636068654575379,"jack_quant",-0.490333283453374,-0.515266716546626,-0.44,-0.552,0.139256605433286,0.0275,25,0.25,1,"gam_DC","linear","gam_DCl",7.38789087080249e-05
"7683",61,"min_d2",-0.51,14,1,0.0076923076923077,"sim_int",-0.494923353965076,-0.525076646034923,-0.47,-0.56025,0.132056605433286,0.0275,25,0.25,1,"gam_DC","linear","gam_DCl",7.38789087080249e-05
"7684",62,"min_d2",-0.83,1,0,NA,"none",NA,NA,NA,NA,-0.187943394566714,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",2.77692322470102e-08
"7685",62,"min_d2",-0.83,1,NA,NA,"jack_quant",NA,NA,NA,NA,-0.187943394566714,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",2.77692322470102e-08
"7686",62,"min_d2",-0.83,1,0,NA,"sim_int",NA,NA,NA,NA,-0.187943394566714,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",2.77692322470102e-08
"7687",63,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","lm_DC_ns",1.72858278801868e-08
"7688",63,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","lm_DC_ns",1.72858278801868e-08
"7689",63,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","lm_DC_ns",1.72858278801868e-08
"7690",64,"min_d2",-0.529090909090909,11,0,0.0498287978071826,"none",-0.431428259995903,-0.626753558185915,-0.4075,-0.86,0.112965696342377,0.0275,25,0.25,1,"gam_DC","linear","gam_DCl_ns",0.0715456878922538
"7691",64,"min_d2",-0.529090909090909,11,NA,0.0498287978071826,"jack_quant",-0.431428259995903,-0.626753558185915,-0.4075,-0.86,0.112965696342377,0.0275,25,0.25,1,"gam_DC","linear","gam_DCl_ns",0.0715456878922538
"7692",64,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","gam_DCl_ns",0.0715456878922538
"7693",65,"min_d2",0.6,3,0,0.196086715511276,"none",0.984322900248852,0.215677099751148,0.769,0.3035,1.24205660543329,0.0275,25,0.25,1,"gam_DC","linear","gam_DCl_ns",2.69742344300994e-05
"7694",65,"min_d2",0.6,3,NA,0.196086715511276,"jack_quant",0.984322900248852,0.215677099751148,0.769,0.3035,1.24205660543329,0.0275,25,0.25,1,"gam_DC","linear","gam_DCl_ns",2.69742344300994e-05
"7695",65,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","gam_DCl_ns",2.69742344300994e-05
"7696",66,"min_d2",0.681904761904762,21,1,0.00890558947007574,"none",0.69935939652721,0.664450127282314,0.735,0.585,1.32396136733805,0.0275,25,0.25,1,"gam_DlC","linear","gam_DC_ns",1.70815824728568
"7697",66,"min_d2",0.681904761904762,21,NA,0.00890558947007574,"jack_quant",0.69935939652721,0.664450127282314,0.735,0.585,1.32396136733805,0.0275,25,0.25,1,"gam_DlC","linear","gam_DC_ns",1.70815824728568
"7698",66,"min_d2",0.6785,20,1,0.00862499749086639,"sim_int",0.695404684448847,0.661595315551154,0.72,0.58375,1.32055660543329,0.0275,25,0.25,1,"gam_DlC","linear","gam_DC_ns",1.70815824728568
"7699",67,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","lm_DC_ns",1.2084501577192e-07
"7700",67,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","lm_DC_ns",1.2084501577192e-07
"7701",67,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","lm_DC_ns",1.2084501577192e-07
"7702",68,"min_d2",-0.0724999999999999,4,0,0.0951460865079472,"none",0.113982902825509,-0.258982902825509,0.108,-0.26575,0.569556605433286,0.0275,25,0.25,1,"gam_DC","linear","gam_DCl_ns",1.10103442807485e-07
"7703",68,"min_d2",-0.0724999999999999,4,NA,0.0951460865079472,"jack_quant",0.113982902825509,-0.258982902825509,0.108,-0.26575,0.569556605433286,0.0275,25,0.25,1,"gam_DC","linear","gam_DCl_ns",1.10103442807485e-07
"7704",68,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","gam_DCl_ns",1.10103442807485e-07
"7705",69,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","gam_DCl",0.0913499209265609
"7706",69,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","gam_DCl",0.0913499209265609
"7707",69,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DC","linear","gam_DCl",0.0913499209265609
"7708",70,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DlC","linear","gam_DC_ns",1.70134126449284e-05
"7709",70,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DlC","linear","gam_DC_ns",1.70134126449284e-05
"7710",70,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DlC","linear","gam_DC_ns",1.70134126449284e-05
"7711",71,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",1.63706104672201e-07
"7712",71,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",1.63706104672201e-07
"7713",71,"min_d2",NA,0,0,NA,"sim_int",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DCl","linear","lm_DC_ns",1.63706104672201e-07
"7714",72,"min_d2",NA,0,0,NA,"none",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DlC","linear","lm_DC_ns",4.80392543522612e-08
"7715",72,"min_d2",NA,0,NA,NA,"jack_quant",NA,NA,NA,NA,NA,0.0275,25,0.25,1,"gam_DlC","linear","lm_DC_ns",4.80392543522612e-08
